id,company,department,age,age_when_joined,years_in_the_company,salary,annual_bonus,prior_years_experience,full_time,part_time,contractor
76987,Glasses,Search Engine,35,30,5,79858.75257,22334.42967,1,0,0.363064509,0.782350402
76988,Cheerper,Search Engine,30,22,8,84747.76975,14846.47071,3,0.6033941,1,0
76989,Cheerper,Search Engine,34,26,8,107722.8447,22203.08449,2,0.244616423,0.584410244,0.170904848
76990,Glasses,AI,33,27,5,97554.93089,11964.3437,4,0.676249093,0,0.330060916
76991,Cheerper,Support,44,37,7,107005.368,24792.91,1,0.35367149,0.861573391,0
76992,Glasses,Sales,45,42,3,153000,11092.07329,4,0.998423608,0,0.213285058
76993,Glasses,Design,38,30,8,127901.9399,15478.75594,3,1,0.54615353,0
76994,Glasses,Search Engine,30,22,1,62008.19937,20935.1304,4,0.249335489,0.056370441,0.694332972
76995,Pear,Sales,42,36,6,108921.3986,18032.20121,1,0.255757008,0,0.814027623
76996,Glasses,Design,30,23,3,87434.65711,24473.79949,2,0.518141107,0.108502936,0.373679409
76997,Glasses,AI,46,42,4,118411.8682,21905.58964,2,0.763284272,0.49595154,0
76998,Pear,Sales,49,48,2,102586.5533,9000,4,1,0,0.047310884
76999,Cheerper,Support,48,46,2,91677.1576,22532.92078,2,0,0.907017894,0.499260476
77000,Cheerper,Support,34,32,1,96943.5934,14068.45829,4,0.173207951,0.240348344,0.58667223
77001,Glasses,Search Engine,32,26,6,70084.84164,14351.17408,3,0.194844567,0.430792148,0.374092615
77002,Cheerper,BigData,45,43,3,85549.96922,15457.65237,4,0.238136424,0.207121084,0.554557222
77003,Pear,Sales,30,22,9,119585.3203,11982.10941,3,1,0,0
77004,Cheerper,Support,34,28,6,68789.4587,20108.60693,2,0,0.740559257,0.301161155
77005,Glasses,Support,30,22,8,53312.27365,19400.22873,3,0.136809897,0.628693414,0.234100625
77006,Cheerper,BigData,41,30,9,40000,15798.6863,3,0.078851126,0.732178068,0.189001702
77007,Cheerper,BigData,42,38,4,78567.2448,19830.60084,3,0.479155732,0.959954861,0
77008,Cheerper,Support,48,42,5,66428.53955,19521.78204,3,0,1,0.037974545
77009,Pear,Sales,30,27,3,114755.7262,21856.25299,2,1,0,0.598317501
77010,Cheerper,Support,30,22,9,56110.45714,19622.41102,3,0.27128571,1,0
77011,Cheerper,Support,32,24,9,114585.4797,24792.91,1,0,1,0
77012,Pear,Sales,41,42,1,113224.8507,11376.37561,5,0.969954494,0,1
77013,Glasses,AI,41,36,5,72991.30827,24792.91,1,0.16424601,0.526421142,0.309350057
77014,Pear,Design,31,28,3,92616.88357,12719.58889,5,1,0,0
77015,Glasses,Search Engine,30,25,4,40000,24792.91,1,0,0.558362551,0.759700708
77016,Cheerper,Support,30,27,2,49397.29277,24792.91,2,0,0.841334933,0.343317441
77017,Cheerper,Search Engine,33,31,2,88357.86666,19462.99442,2,0.139710738,0.564207219,0.296102746
77018,Pear,AI,34,34,1,106967.1013,22930.86973,3,0.404497421,0.147344483,0.447992444
77019,Pear,Sales,38,35,4,126198.2319,24792.91,1,0.300918881,0,0.995897516
77020,Pear,Design,48,44,4,104973.109,16682.38919,2,0.379772871,0,0.871297865
77021,Glasses,AI,37,31,6,82253.55433,18251.50566,2,0.43924903,0.295919052,0.264697682
77022,Glasses,Search Engine,41,33,8,97720.52737,20451.48391,1,0.300955451,0.821255517,0
77023,Glasses,Search Engine,43,38,5,40005.56264,16869.89108,2,0,0.5488071,0.593324101
77024,Pear,Sales,40,35,5,88911.43059,19350.95603,1,0.384620414,0,0.773720151
77025,Pear,Sales,31,25,6,143897.2922,23438.94261,1,1,0,0.521978541
77026,Glasses,AI,46,48,1,90123.07073,16202.44672,4,0.3369221,0,0.79799448
77027,Glasses,BigData,49,48,2,94528.24122,17887.52578,2,0,0.297301759,1
77028,Glasses,Search Engine,47,44,3,62152.20904,18359.28895,2,0,0.550570274,0.587521057
77029,Glasses,AI,43,35,8,113921.0021,17236.5205,3,0.893669747,0.313496468,0
77030,Pear,Design,35,35,1,40000,23827.39865,1,0,0.061537222,1
77031,Pear,Design,30,24,5,101743.1672,19538.14782,4,0.734676862,0,0.465063031
77032,Glasses,Search Engine,33,27,6,74788.81068,11266.79167,4,0.760008702,0.977791331,0
77033,Glasses,Search Engine,43,42,2,80506.21613,22774.37746,3,0.11534071,0.28525737,0.599726764
77034,Cheerper,Search Engine,38,34,4,152899.9787,15912.30322,4,1,0.511617018,0
77035,Pear,Sales,49,48,1,119476.7552,23234.70972,1,0.615975766,0,0.404012231
77036,Cheerper,Support,30,22,6,74777.98702,23270.78675,2,0.136672825,0.890181104,0
77037,Pear,Design,32,26,6,57268.90933,20309.60573,3,0.423405259,0,0.611297036
77038,Glasses,AI,30,23,6,141468.9732,24792.91,1,0.642935025,0,0.367810191
77039,Pear,Sales,33,28,5,122495.1308,20710.63468,1,0.76811849,0,0.401961974
77040,Glasses,Search Engine,34,28,6,77606.6568,21110.98373,3,0.479557787,0.142290265,0.377844915
77041,Pear,Design,30,22,5,63400.24451,18928.41285,3,0.64007343,0.049193031,0.310558497
77042,Cheerper,BigData,40,34,5,129640.0744,15181.23784,3,0.639259424,0.494743282,0
77043,Glasses,Design,39,36,3,144137.4997,12068.56266,3,0.920905341,0.115505879,0
77044,Pear,Design,38,34,4,55582.77637,21340.60193,1,0,0.085539663,0.953896637
77045,Glasses,Design,33,28,6,136871.7621,21374.32798,1,0.757354644,0.310795839,0
77046,Cheerper,BigData,30,22,6,54320.64531,24792.91,2,0.205088205,0.895064068,0
77047,Pear,Sales,30,22,6,107633.7215,21041.2236,2,0.788109065,0,0.51999747
77048,Cheerper,BigData,41,35,6,105963.2426,19958.88414,1,0,0.71343386,0.355977751
77049,Pear,Sales,36,29,6,135418.7726,19650.59133,2,1,0,0.144398721
77050,Cheerper,BigData,31,23,9,117586.5339,15031.21557,4,0.933931793,0.796244801,0
77051,Glasses,Design,42,40,3,94407.24705,24792.91,1,0.522926564,0.530017159,0
77052,Glasses,Search Engine,42,40,3,70610.47649,24422.33048,1,0,0.266229511,0.82136019
77053,Cheerper,Search Engine,36,28,8,91687.85796,22682.80762,1,0.253646488,0.894236734,0
77054,Glasses,Support,30,25,4,71206.93744,22876.9765,4,0.076936102,0.58413881,0.338392552
77055,Pear,Sales,34,27,7,122994.3993,17386.79198,2,1,0,0
77056,Glasses,Design,30,22,6,127355.8518,22290.68779,3,1,0.287352874,0
77057,Glasses,BigData,33,28,5,40000,20661.23595,3,0,0.602511683,0.950381544
77058,Pear,Design,43,41,2,67678.92245,15924.04394,2,0.086938039,0,1
77059,Pear,Sales,44,42,2,145234.8416,15388.96932,3,1,0,0.134145901
77060,Cheerper,Support,30,22,8,40000,24792.91,2,0,0.963850581,0.551560528
77061,Glasses,Search Engine,49,46,4,99398.17889,21287.5852,1,0.092628082,0.936416535,0
77062,Glasses,BigData,43,42,1,83845.65796,17992.9771,2,0,0.555151248,0.612898177
77063,Pear,Sales,37,32,4,108486.0798,24792.91,2,0.802430173,0,0.516839662
77064,Cheerper,Support,45,38,7,109778.7193,12647.91337,4,0.365953478,0.609824101,0.024553304
77065,Glasses,BigData,48,48,1,63411.03213,24069.57021,1,0,0.261352448,1
77066,Pear,Design,49,48,3,86978.47992,17223.40097,1,0.419697695,0,0.831107806
77067,Pear,Sales,30,22,5,115967.9237,23664.70787,2,0.975379821,0.002321294,0.022305862
77068,Glasses,BigData,30,22,5,76414.20435,20990.12593,3,0.286587386,0.552286201,0.16096564
77069,Pear,Sales,40,39,1,120937.772,14811.20944,3,0.802462237,0,0.752048851
77070,Pear,AI,34,35,1,90039.6725,21342.80932,3,0.225162546,0,0.82788402
77071,Glasses,BigData,31,31,1,58645.97172,14675.90604,5,0.124258352,0.444859076,0.43078008
77072,Cheerper,Support,30,22,4,69550.57499,9000,5,0.604659713,0.431305139,0
77073,Glasses,AI,45,41,4,81353.03367,21663.56693,2,0.228157747,0.340632068,0.431124909
77074,Cheerper,BigData,32,22,9,109324.0366,24792.91,2,0.576110168,0.563232913,0
77075,Cheerper,Support,49,44,6,58786.41234,24792.91,1,0,1,0.287408052
77076,Glasses,Search Engine,47,43,4,81325.994,24792.91,1,0,0.163215731,1
77077,Cheerper,Search Engine,40,29,9,113427.434,23602.03703,1,0.158608042,0.763939947,0.078055571
77078,Glasses,AI,30,22,6,78792.51421,24792.91,1,0.01444244,0.367645446,0.618017647
77079,Pear,Design,30,22,9,85617.62078,24792.91,1,0.592050159,0.197150209,0.211070263
77080,Pear,Sales,30,22,7,153000,24792.91,2,1,0,0
77081,Glasses,Search Engine,37,33,3,104627.7387,13185.81458,4,0.740344538,0.187127477,0.07261469
77082,Glasses,AI,33,28,5,109847.1978,18683.66051,2,0.59110498,0.04622273,0.362206782
77083,Pear,AI,38,33,5,82339.53618,24792.91,1,0.007383667,0.493861835,0.498901825
77084,Glasses,AI,33,27,6,97046.17697,13671.26236,4,0.716823423,0.508105704,0
77085,Pear,Sales,35,29,6,115979.0813,19601.47675,1,0.752219,0.003814492,0.244375377
77086,Glasses,AI,36,30,6,81375.62312,19968.08007,2,0.499968738,0.62674791,0
77087,Pear,AI,30,25,3,59672.46769,20824.72207,2,0,0,1
77088,Glasses,Search Engine,40,37,3,87287.60703,13583.47917,4,0.61147371,0.109804079,0.278457123
77089,Glasses,Search Engine,34,28,6,98686.26019,20459.82891,2,0.447856905,0.363205661,0.189073819
77090,Glasses,Search Engine,49,48,1,88921.00738,17633.41337,3,0.132369339,0.000437323,0.867404774
77091,Cheerper,Search Engine,40,38,1,102413.7928,16253.42566,3,0.700951104,0.269480322,0.029549297
77092,Cheerper,Search Engine,31,23,8,116002.7837,24310.01655,2,0.74881675,0.724236271,0
77093,Cheerper,BigData,42,34,8,99989.82164,10875.49802,4,0.717332938,0.917838753,0
77094,Cheerper,Support,34,25,9,60422.90423,16644.33879,2,0.072243544,1,0
77095,Cheerper,Search Engine,49,48,2,87869.98836,19834.9721,2,0.070414395,0.764066862,0.165239479
77096,Glasses,Search Engine,35,32,3,116526.6184,21717.84633,3,0.465022286,0.237526965,0.29679939
77097,Glasses,AI,32,27,5,122278.0073,17769.97371,3,0.699212646,0.305900602,0
77098,Glasses,AI,42,37,5,123405.346,24792.91,1,0.191782203,0.015895429,0.792072974
77099,Glasses,BigData,41,41,1,84980.56334,16111.47608,3,0,0.353315418,0.748494717
77100,Glasses,AI,31,25,6,129484.7841,10265.57962,5,1,0.015046185,0
77101,Glasses,BigData,46,42,4,65638.10153,19256.86549,2,0,0.657699173,0.528476281
77102,Pear,Search Engine,37,38,1,40000,23745.21663,1,0,0.174635477,1
77103,Cheerper,Support,41,37,5,63410.24396,14632.50816,3,0,1,0.146098585
77104,Glasses,AI,33,25,8,92551.57219,16928.00918,4,1,0.169788295,0
77105,Glasses,AI,44,45,1,56050.46283,14533.91653,2,0,0.532567463,0.617842664
77106,Glasses,Search Engine,36,30,5,100968.3643,19177.55573,3,0.534225591,0.666772793,0
77107,Pear,Sales,48,46,2,112980.806,21159.15459,1,0.461320718,0,1
77108,Glasses,Search Engine,38,33,5,94014.66399,19937.47091,3,0.4533173,0.0896119,0.456489695
77109,Cheerper,Support,30,24,2,40000,14565.35929,5,0,0.557225689,0.690056988
77110,Pear,AI,31,32,1,86860.07534,24792.91,1,0.045803873,0,1
77111,Glasses,BigData,34,28,6,68789.06019,12131.16956,4,0.282407207,0.334660448,0.383342253
77112,Glasses,Search Engine,36,27,9,89952.98661,16060.83509,3,0.530799744,0.449986209,0.019111167
77113,Pear,Sales,42,39,3,86696.04888,11661.15973,3,0.559614677,0,0.920586447
77114,Glasses,AI,35,28,6,89754.1734,22006.98463,2,0.401570096,0.458505045,0.140252484
77115,Glasses,Search Engine,34,31,4,79038.07936,19297.45935,4,0.58762822,0.116613171,0.294988845
77116,Pear,Sales,41,35,6,153000,24792.91,1,1,0.015164856,0
77117,Pear,Design,40,34,6,93964.38125,13806.18233,2,0.666232505,0.285308116,0.048296832
77118,Pear,Design,37,33,4,114135.4149,24792.91,1,0.430483793,0,0.767944221
77119,Glasses,Search Engine,35,30,5,83634.30846,17816.94422,3,0.460011782,0.620330927,0
77120,Cheerper,BigData,31,22,9,90683.35611,23042.94023,1,0.273464236,0.851587093,0
77121,Pear,Sales,45,46,1,124063.7754,12375.04522,3,0.907249701,0,0.829988688
77122,Glasses,Search Engine,30,26,4,95440.96629,16085.55624,5,0.604181855,0,0.55711349
77123,Cheerper,BigData,35,29,6,102219.6677,23539.09953,1,0,1,0.090217671
77124,Glasses,AI,43,40,4,122677.7506,22228.31008,1,0.617551003,0.460197739,0
77125,Glasses,BigData,49,48,1,73499.8796,13849.65734,3,0.015187658,0.311897881,0.672689163
77126,Cheerper,Support,41,36,5,40000,20486.96615,2,0,1,0.02979496
77127,Cheerper,Support,32,25,7,40000,21772.9682,3,0,1,0
77128,Glasses,AI,36,30,7,136055.7757,18665.12155,2,0.786619214,0.411755804,0
77129,Pear,Sales,37,35,2,87494.9323,10947.63107,5,0.92781379,0,0.173888528
77130,Glasses,AI,41,37,4,106345.0452,24025.16662,1,0.179189723,0.934011612,0
77131,Glasses,Search Engine,30,24,6,40000,23046.29541,1,0,0.686451604,0.712917183
77132,Glasses,BigData,37,32,5,78146.37621,22810.96198,1,0,0.898899709,0.263895948
77133,Cheerper,BigData,32,24,9,110451.9688,16758.47332,4,0.634710883,0.824858561,0
77134,Glasses,AI,36,28,7,48585.87649,15580.6675,3,0.151049087,0.46403322,0.385163911
77135,Glasses,AI,31,25,6,109178.754,24464.73773,2,0.996612054,0.401155307,0
77136,Pear,Sales,30,22,6,104103.5542,20491.6742,3,1,0,0.003018411
77137,Glasses,Search Engine,47,43,4,69631.53463,14600.61914,4,0.506358227,0.477374525,0.016219371
77138,Glasses,Support,38,36,2,40000,14043.0936,5,0,0.64147791,0.790773698
77139,Glasses,Support,30,22,4,40000,18397.75931,4,0,0.489674359,1
77140,Pear,Design,37,33,4,71613.86222,17741.50203,2,0.037175369,0.158737102,0.804096387
77141,Pear,Design,30,25,5,113865.0136,18718.84445,3,0.877425876,0.234164155,0
77142,Pear,Design,38,34,5,63320.79871,12524.3569,3,0.658054895,0,0.65172371
77143,Glasses,AI,45,44,1,68786.88375,18501.10131,3,0.254189207,0.41820691,0.327693941
77144,Glasses,AI,41,35,6,87727.39357,17765.12855,2,0.419189783,0.271279337,0.309743325
77145,Glasses,AI,33,23,9,119251.7977,12842.52923,4,1,0,0
77146,Cheerper,BigData,38,34,4,100204.1111,11301.28684,4,0.486627418,0.376461549,0.137176549
77147,Glasses,Search Engine,38,38,1,70378.48062,20999.4285,3,0.130299172,0.541065569,0.328568914
77148,Pear,Sales,45,42,4,100531.8187,13944.74174,3,0.930399417,0,0.238915913
77149,Pear,Sales,39,35,4,104908.066,15686.72392,2,0.672585548,0,0.468119111
77150,Cheerper,Support,30,24,6,47323.68884,19811.6898,3,0,0.992185586,0.10982538
77151,Glasses,AI,40,35,4,116684.1591,12949.46563,4,1,0.235737003,0
77152,Cheerper,Support,34,26,7,95858.63359,12510.39797,4,0.249903643,0.995301657,0
77153,Glasses,Design,30,23,6,145944.8836,19603.42865,2,0.992883827,0.499664799,0
77154,Pear,Sales,41,37,4,85621.24602,19091.8381,1,0.348720997,0,0.680588437
77155,Pear,Design,41,36,5,83945.88742,17066.69487,2,0.402916239,0.418629493,0.17832079
77156,Glasses,Search Engine,45,42,3,78586.75946,15462.49182,4,0.348302427,0.330408984,0.321277934
77157,Pear,Sales,42,38,4,110327.6751,11174.47515,3,0.635923962,0,0.888058478
77158,Pear,Sales,39,37,2,65645.40455,15103.38053,4,0.556094537,0,1
77159,Cheerper,Search Engine,32,26,6,96218.01614,19491.72964,3,0.789764354,0.860404377,0
77160,Glasses,AI,40,37,3,71258.44906,24792.91,1,0,0.034891586,1
77161,Pear,Design,30,28,2,56035.62277,18979.93237,4,0.495690395,0,0.617023996
77162,Glasses,Search Engine,36,30,7,81051.22148,21567.36026,2,0.051592019,0.493093097,0.455215385
77163,Pear,AI,30,22,6,40000,16605.52004,2,0,0.277685174,0.861365547
77164,Pear,Sales,49,48,1,133546.6535,24792.91,1,0.474942176,0,0.558278126
77165,Cheerper,BigData,42,38,4,78806.6261,19857.63238,1,0,0.459156618,0.787894027
77166,Pear,AI,30,22,8,52670.63194,15719.20675,4,0.703176886,0.105515629,0.191124889
77167,Glasses,BigData,43,41,3,46098.93426,15251.05632,3,0,0.332453722,1
77168,Glasses,Design,46,41,5,70708.73814,10975.54198,2,0.201264882,0.1171994,0.681574371
77169,Pear,Sales,41,37,3,127186.7501,21822.70419,1,1,0,0.248109955
77170,Pear,Sales,30,24,5,100985.8998,14422.5395,5,1,0,0.382659136
77171,Glasses,BigData,49,48,3,52325.68668,22268.30877,1,0,0.913340284,0.817963103
77172,Pear,AI,30,23,2,74856.88405,19179.47419,4,0.384898624,0,0.895666338
77173,Pear,Sales,30,30,1,127160.7169,18752.45866,3,0.982098579,0,0.556756835
77174,Cheerper,BigData,45,36,9,77455.97261,9000,4,0.441562079,0.580904248,0
77175,Glasses,Search Engine,49,48,1,82984.48703,18098.42562,2,0,0.708536074,0.48879719
77176,Pear,Sales,34,31,2,131513.6092,16180.88948,5,1,0,0.264972621
77177,Cheerper,Support,30,22,5,86930.90921,14493.12261,5,0.462008004,1,0
77178,Pear,Design,37,35,2,43693.62283,21270.32587,2,0.015117062,0,1
77179,Pear,Sales,42,41,1,132276.1762,24792.91,1,0.51472985,0,0.55712562
77180,Cheerper,Support,46,40,5,80785.99607,24792.91,1,0,1,0
77181,Pear,Design,34,32,2,72248.8199,10507.56296,4,0.472735465,0,0.938663686
77182,Glasses,Search Engine,30,26,3,92550.76169,15828.16814,3,0.436319667,0.111605721,0.45230346
77183,Glasses,AI,37,30,6,61179.77853,18243.74744,2,0.271367797,0.564031565,0.164611806
77184,Glasses,AI,41,39,1,58127.00308,24792.91,1,0,0.633850234,0.6410504
77185,Pear,Sales,31,26,5,93245.80447,18543.9496,2,0.704096183,0,0.439256158
77186,Cheerper,Search Engine,40,35,5,89170.19647,16049.91071,4,0.812461962,0.511454468,0
77187,Cheerper,BigData,36,31,5,75849.86638,21722.78643,1,0,0.918148972,0.132697579
77188,Glasses,Search Engine,30,22,5,85230.85787,15693.66755,3,0.239691133,0.3152529,0.445001674
77189,Cheerper,BigData,30,22,4,76545.10848,21522.09729,3,0.290041836,0.90927426,0
77190,Glasses,Search Engine,38,34,3,82777.52909,13905.24712,4,0.345167069,0.162511539,0.492341997
77191,Glasses,AI,30,22,8,47807.12302,24792.91,1,0,0.925712168,0.238593392
77192,Glasses,Search Engine,30,25,4,62824.04861,24792.91,1,0.008158066,0.065982589,0.925653684
77193,Cheerper,Search Engine,43,33,9,73920.60447,16484.18934,2,0.204489953,0.785569108,0.010041674
77194,Cheerper,BigData,30,25,5,104012.8417,24792.91,1,0.05940776,0.95677958,0
77195,Cheerper,BigData,30,23,6,70255.65514,18541.72321,2,0,0.453476838,0.650466785
77196,Glasses,Search Engine,39,39,1,91963.68065,16936.97592,4,0.396737637,0,0.67066815
77197,Pear,Design,36,31,5,84529.97787,15388.72037,2,0.4405189,0,0.782180844
77198,Pear,Design,38,36,2,78966.91428,16867.17792,4,0.343118668,0,1
77199,Glasses,AI,40,37,3,95714.07229,19455.47167,2,0.614660879,0.195800036,0.189639444
77200,Pear,Sales,32,28,4,119453.2792,18801.30263,3,1,0,0.551114401
77201,Glasses,Search Engine,30,22,8,102317.3726,24792.91,2,0.686960136,0.631523714,0
77202,Pear,Sales,31,29,2,73492.83699,24792.91,1,0.025243779,0,1
77203,Cheerper,BigData,39,33,6,80529.11408,12417.80081,3,0.116485372,0.608543837,0.275271156
77204,Glasses,Search Engine,40,38,3,68480.99173,24792.91,1,0,0.477053925,0.603659636
77205,Glasses,AI,38,34,5,153000,11597.32184,5,1,0.021497636,0
77206,Cheerper,Search Engine,46,33,9,93159.88395,15816.2961,2,0.67767095,0.682001901,0
77207,Glasses,Search Engine,33,27,5,132752.6784,9831.79744,5,1,0.157096239,0
77208,Glasses,Search Engine,36,29,7,82302.62012,18850.81901,2,0.287553724,0.387063971,0.325589509
77209,Glasses,Search Engine,34,30,4,126905.8057,14205.70232,4,0.600982421,0.430334936,0
77210,Glasses,Design,30,22,9,88482.13127,17835.75348,2,0.684835747,0.309562255,0.005464654
77211,Cheerper,Support,30,22,5,111409.6506,23192.60867,3,0.229252563,0.851033235,0
77212,Cheerper,Search Engine,37,32,5,73951.91196,14916.81059,2,0.463497979,0.682275157,0
77213,Pear,Sales,30,22,7,97168.66813,18744.75547,3,1,0,0
77214,Cheerper,Search Engine,37,30,7,109911.3458,17583.05741,3,0.535896606,0.539074869,0
77215,Glasses,Search Engine,33,30,3,77421.85406,21698.58356,3,0.345167211,0,0.672272803
77216,Cheerper,BigData,45,40,5,95857.43956,11448.65246,3,0.136424348,0.913140637,0
77217,Glasses,Design,37,35,1,108079.9768,14343.68916,4,0.575915068,0,0.60021082
77218,Cheerper,BigData,36,32,3,54044.90833,12216.73378,5,0.290874777,0.647567078,0.061316228
77219,Glasses,BigData,30,24,6,40000,15623.39394,4,0.295284678,0.707727246,0
77220,Glasses,Search Engine,40,32,8,111716.107,15432.13276,3,0.57544826,0.30240379,0.122185876
77221,Cheerper,Support,42,36,6,57154.60365,16428.15345,3,0,0.909611883,0.2262975
77222,Glasses,Search Engine,37,33,4,107317.8701,17744.43845,4,0.85023012,0.326345973,0
77223,Glasses,AI,34,31,3,65682.03161,18925.62837,3,0.104880773,0.309569251,0.585508061
77224,Cheerper,BigData,44,37,7,104723.7159,14966.04653,4,0.417085086,0.441530201,0.141316113
77225,Glasses,Search Engine,31,29,3,76196.55769,22136.91254,2,0.056118433,0.629606259,0.314424626
77226,Glasses,AI,35,34,1,107206.0436,18001.81861,3,0.181232397,0.115939757,0.702648959
77227,Pear,Sales,38,30,8,108781.1366,18599.08303,1,0.540947562,0,0.858195356
77228,Cheerper,Search Engine,49,48,1,87459.41246,14134.97526,3,0.109466588,0.715626643,0.174560368
77229,Glasses,BigData,34,24,9,51158.88748,12339.57525,3,0.180887734,0.521953278,0.297294677
77230,Glasses,AI,38,34,4,119753.1264,16021.18068,3,0.851926784,0.463271043,0
77231,Glasses,AI,38,34,4,68567.18825,19025.53217,3,0.349093312,0,0.945405771
77232,Pear,Sales,36,34,2,100950.1579,21239.322,3,0.815067822,0,0.187969787
77233,Glasses,AI,35,29,6,64694.44396,21928.98855,2,0.501505179,0.631458846,0
77234,Cheerper,BigData,36,32,4,89882.66313,21890.38358,3,0.046000737,0.79437431,0.159993524
77235,Glasses,AI,34,26,8,106122.0632,24792.91,2,0.541434944,0.353993876,0.104914332
77236,Pear,AI,30,22,6,85672.52377,24792.91,2,0.19758796,0.213993038,0.587988798
77237,Glasses,Search Engine,45,40,5,77753.41325,20604.00682,2,0.081334363,0.685152049,0.232961573
77238,Pear,Sales,33,33,1,111029.925,18899.92631,3,0.696040114,0,0.589528014
77239,Pear,Design,34,30,4,94538.24145,21689.95033,2,0.517422122,0,0.880197269
77240,Glasses,Search Engine,34,31,3,54291.30738,24543.71271,2,0,0.259802948,1
77241,Glasses,Search Engine,41,38,4,48847.7152,20425.80562,2,0,0.611378345,0.657584573
77242,Glasses,BigData,34,30,4,76957.21379,21939.28506,2,0,0.453950538,0.747896599
77243,Cheerper,BigData,36,32,4,59457.68402,13351.19438,5,0.344781352,0.531404489,0.123521185
77244,Pear,Design,30,22,9,40000,23629.55113,2,0.255229068,0.044253602,0.70106934
77245,Glasses,BigData,38,32,6,54736.38038,24792.91,1,0,0.468769594,1
77246,Glasses,AI,41,31,9,66471.55505,24210.98906,1,0,0.534808191,0.470428407
77247,Pear,Sales,30,22,4,117549.7652,24792.91,1,0.685284756,0,0.683070038
77248,Glasses,AI,34,27,7,62175.65827,14391.60469,3,0,0.031230226,1
77249,Glasses,Search Engine,30,27,2,56288.59337,14133.62749,5,0.391588735,0.13986197,0.468378714
77250,Pear,Sales,42,41,1,101941.2002,14202.71134,3,0.71891945,0,0.976063728
77251,Pear,AI,30,22,8,40000,19748.32178,3,0,0,1
77252,Cheerper,BigData,39,34,6,91167.13118,21673.53311,2,0.113679029,1,0
77253,Glasses,AI,37,30,7,91766.05865,17207.58753,2,0.333346954,0.341893162,0.324661856
77254,Cheerper,BigData,43,36,7,40000,12776.92314,3,0.052898969,0.865240858,0.082109936
77255,Glasses,BigData,42,37,5,40000,18158.04843,2,0,0.542780814,0.773028697
77256,Glasses,BigData,43,46,1,81481.58969,17172.46978,3,0,0.120716056,1
77257,Pear,Design,45,41,4,97702.74945,17990.81232,2,0.587798934,0,0.666178893
77258,Glasses,AI,32,30,2,50335.78865,17651.53889,3,0.136585293,0,1
77259,Pear,Sales,31,22,9,110869.913,14037.27353,3,1,0,0.145725326
77260,Glasses,AI,40,34,6,82931.32301,22729.89635,1,0.28020554,0.311466097,0.408795942
77261,Glasses,AI,35,32,2,92364.24778,15411.84011,3,0.524786359,0,0.627746151
77262,Pear,Design,44,41,3,114741.4596,22742.25114,1,0.523247903,0.180326112,0.296492597
77263,Glasses,Design,39,34,5,66618.83934,21643.98787,1,0.055281554,0.567612359,0.37707146
77264,Glasses,Design,43,35,8,65932.49062,19583.15489,2,0.515503304,0.213953838,0.270385461
77265,Glasses,Support,30,22,4,40000,22318.07623,3,0,1,0.276895178
77266,Pear,Sales,33,33,1,153000,18936.85668,4,1,0,0.820115762
77267,Cheerper,Search Engine,32,26,6,78227.68179,16471.83842,3,0.17695841,0.80905929,0.013631879
77268,Cheerper,Support,37,34,3,40000,24792.91,1,0,1,0.662051212
77269,Pear,Sales,37,35,3,131382.1808,21314.59935,2,0.819990137,0,0.343239729
77270,Cheerper,Support,49,48,7,106559.0249,17254.90804,1,0.131227456,0.764038577,0.104668141
77271,Cheerper,BigData,40,33,7,52060.39987,16095.19964,2,0,0.380814155,0.784700473
77272,Glasses,Search Engine,44,36,8,125673.7552,24792.91,1,0.235830193,0.563315082,0.200681727
77273,Pear,Design,31,29,2,68081.01441,13211.51715,5,0.328576026,0,1
77274,Pear,Design,41,37,4,100199.0067,15888.24847,2,0.698913786,0.240179332,0.060859578
77275,Pear,Design,40,33,7,77776.60931,15048.22709,3,0.878623379,0,0.160681843
77276,Glasses,AI,38,40,1,96705.29205,24005.20621,3,0.493901425,0.063205054,0.443450461
77277,Pear,Design,39,34,4,96741.1112,17932.09085,3,0.622701771,0,0.694099727
77278,Pear,Sales,34,28,7,57102.91012,17471.59949,2,0.515786744,0,0.754990248
77279,Cheerper,Search Engine,38,29,9,101523.4588,19918.34282,1,0.291660044,0.845304477,0
77280,Pear,Sales,37,33,4,109897.3431,23540.53719,1,0.761198327,0,0.27959029
77281,Glasses,Search Engine,32,27,5,100919.5135,22777.25846,3,0.689101779,0.499428597,0
77282,Pear,AI,30,26,2,106778.179,20637.91503,3,0.537019913,0.102008317,0.360703527
77283,Cheerper,Search Engine,43,36,7,114985.1535,24792.91,1,0.530190999,0.288334654,0.181702148
77284,Pear,Sales,38,33,5,104093.4846,22442.13218,1,0.686261568,0,0.392238699
77285,Glasses,Search Engine,40,36,4,75154.24045,12821.03647,3,0,0.024242049,1
77286,Cheerper,BigData,40,34,6,94051.01575,17763.34124,3,0.262776917,0.536329897,0.201159441
77287,Pear,Sales,35,35,1,97943.14348,24792.91,2,0.47657903,0,0.819437456
77288,Glasses,Search Engine,44,41,3,114267.7384,16257.51519,1,0.072562365,0.41209314,0.515893019
77289,Glasses,Search Engine,44,41,3,59066.72231,18255.84149,2,0,0.493917494,0.771898448
77290,Cheerper,Support,43,39,4,67635.26496,11879.80908,4,0.02022529,0.96589677,0.014511126
